YEAR,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ECONOMY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual economies,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_
  Southern Asia,16.24152239,-14.83043977,35.07390243,24.18885945,-17.94442791,5.085193127,4.812729433,17.40630035,9.005021211,-15.97271344,-13.89011274,-19.07609352,-32.38912649,-22.54145383,-25.37204491,-24.12312805,-25.23494533,-22.32889779,-24.82493661,-16.12958646,-12.75315451,-9.24966513,-0.457713555,20.78670923,-12.58189772,-19.08624936,-1.685343819,-32.4400071,-25.39642358,-28.20100337,-34.21357459,-26.06379128,-31.86026433,-38.16342868,-8.271146803,-16.10429825,-25.11188777,-26.41171879,-39.56012186,-20.68778767,-24.37675152,-25.81703969,-20.82987683,-27.08821127,-22.87358503,-16.84715992,-4.024460152,-12.22398564,-9.139902131,-12.95916438,-19.96598098,-13.15747359,-1.734255591,-6.071681453,-7.777212555,-10.77080159,-15.81077953,-20.11443433,-16.15939218,-18.98538097,-24.00735045,-24.9920143,-25.25642306,-22.48354851,-29.55607867,-24.96492861,-24.48128232,-27.82086967,-24.15706306,-28.98990757,-30.84049378,-31.33476125
  Western Asia,-35.13179795,-30.88517653,-14.37671606,-3.499490518,0.580169146,15.81059459,25.75733698,12.29645938,12.32882966,9.657423502,35.93048494,25.74424365,20.73289937,16.46801818,18.6961634,19.83082929,19.95915937,22.36462484,21.99620842,30.20698864,28.59204131,19.35250081,19.47286558,45.73977159,49.75242863,56.06077898,192.9327686,102.6705623,103.5968698,65.66447341,46.98489557,86.57493411,108.6775013,72.67531032,21.83185103,0.399173029,4.0171995,7.9960203,-10.64274842,0.522421788,-5.518496852,15.6015347,26.98083791,8.009310686,2.093854758,-5.486297929,2.793358782,-1.719896878,2.002307512,3.659582828,-14.76864102,5.523095531,26.67894096,21.35962337,19.18575341,19.94652885,20.26498856,34.07767041,39.75873013,32.01340118,36.89462665,23.86128023,31.54622446,44.18543284,48.40256919,41.52047164,33.19928897,4.323469044,2.640447643,9.173443171,26.11267243,21.133014
Europe,-25.72570613,-18.5218739,-15.0389181,-15.99712369,-13.64429028,-9.894906821,-9.660210842,-10.87998226,-12.28700084,-12.64758642,-7.850651987,-5.665302881,-8.673757012,-8.090330237,-9.696712513,-10.77202769,-11.895622,-10.00946684,-9.053643611,-7.46391708,-5.675890361,-6.220707543,-7.484205509,-5.767107823,-4.932650923,-6.574553656,-10.67418221,-7.983754218,-9.522651404,-6.801327866,-4.26312685,-6.794275595,-9.591519076,-6.170715345,-4.220488641,-1.849708556,-0.707767437,-1.012905772,1.234911498,0.019067314,-1.659246202,-3.027827912,-4.428145261,-5.560379343,-4.106823433,1.789036002,2.788507953,3.663180012,4.191520599,3.694223782,1.768513643,1.887171728,0.481253257,1.988750705,3.776726478,2.821103367,2.567592452,1.568717288,0.299070739,-0.591541003,-1.007555147,0.693495951,0.717970594,1.519441482,2.773060362,5.807197143,5.417336974,5.89435592,3.970336573,3.617200001,3.845812159,3.31873854
  Eastern Europe,12.35714286,6.691993569,15.01139694,2.134871551,0.360082305,5.878070974,2.0336894,8.305261469,3.805213613,-1.70397183,-0.667281891,0.712772972,-2.370729886,-0.650658916,1.504082992,-0.562555018,-2.292658013,-0.317485065,2.546029993,3.804246786,3.425875065,5.535488003,3.465082078,3.024191842,-2.861698055,-1.806817534,-3.156437294,-10.51077083,-6.807144813,0.029979494,-4.807079776,1.198025222,2.947173309,2.899359833,9.191357324,10.96531643,11.74204908,4.907107487,6.215155895,9.355026148,6.204510202,1.107742537,-10.66984221,-3.853600823,-5.871308647,-6.931247635,2.903568346,0.88803877,-4.902660997,-8.112312087,-8.18538574,3.69051692,13.87114076,7.870905774,6.786045783,7.442923768,11.22934804,15.09672125,12.39316532,5.609115326,6.056805768,10.37850272,12.10340232,14.18754848,15.5806645,15.66765317,17.99217194,18.27134185,11.6618219,10.72290222,14.92876923,12.83002086
  Northern Europe,-23.14026128,-19.1611845,-16.34515363,-24.72119338,-20.60358225,-18.73332541,-18.2832705,-21.27708414,-16.60271607,-16.1970255,-13.59557978,-14.61743754,-18.85271634,-15.11688501,-15.21602175,-13.84483725,-18.96712041,-16.36261764,-14.1957141,-17.96374723,-16.60987933,-12.83789001,-13.97380157,-10.87409169,-10.93279396,-16.79059044,-23.65958374,-16.56216947,-18.08206266,-13.49050779,-7.989091527,-11.63473699,-6.22725893,-1.182688147,-2.670471304,-2.095856485,-1.754213419,-1.219999258,-7.231763664,-6.457605879,-11.13145636,-10.55163207,-5.923102342,-0.736838489,-0.228614852,1.942360888,2.074936049,4.436110693,5.791480191,5.248613479,0.101727986,1.645792899,2.677804487,2.071296158,0.625193318,0.532960766,-1.647911859,-1.745489352,-3.849395606,-6.947322146,-3.309002926,-4.601753478,-4.312947445,-2.190401474,-6.720411441,0.0065085,-6.631431204,-7.668238262,-14.20497543,-11.55822974,-8.036355309,-10.31289564
  Southern Europe,-36.83873934,-35.63206938,-29.01311452,-29.13205341,-38.80247743,-38.01660522,-33.32399762,-34.61661687,-36.99661825,-37.97984688,-32.37681733,-27.33235609,-28.34001823,-30.81217297,-32.43376232,-39.99500748,-31.71172368,-26.80816608,-28.28829637,-27.70096294,-21.59009312,-24.53389568,-28.29522433,-23.79330577,-21.47241837,-31.14967315,-37.65759523,-29.14589501,-30.26389223,-25.1499961,-18.37257005,-21.61882308,-31.03685861,-27.69383607,-25.94618287,-20.22548705,-17.97230802,-18.01018833,-12.29571688,-17.45693482,-19.17954311,-21.05084602,-21.15250718,-21.67262962,-20.617714,-6.875277026,-5.683972574,-5.974407607,-2.638561034,-6.453608169,-9.875205032,-14.41137898,-18.22431135,-16.55471564,-16.68134274,-18.99981183,-21.05090105,-23.2783867,-24.59382073,-23.90292621,-24.83948916,-20.23781827,-20.45313062,-16.950383,-10.18970574,-5.399308621,-5.04040684,-4.496149262,-2.923608759,-4.636064974,-6.863005408,-5.946076269
  Western Europe,-35.17612157,-20.08180157,-18.09811026,-9.099263166,-5.16522415,-0.258929215,-1.049931358,-2.978257626,-8.160506758,-7.475625175,-0.446079624,3.039943372,0.660163693,-0.578905557,-4.374969871,-3.906959527,-5.772077061,-5.206257141,-4.417059497,0.752072189,1.52672735,-1.342696863,-1.535766825,-0.927530507,1.517634245,3.410860976,1.929211746,2.974620598,-0.892747988,-0.90691526,1.053844862,-2.724696156,-7.343047339,-3.504041761,-1.510571589,0.106185898,1.490006653,2.821176326,7.594683843,6.196120844,6.464045517,5.633694538,3.099334918,-1.93878515,0.418083784,5.594434068,5.755181968,6.872343235,7.309808452,8.578162559,8.236393441,7.422762638,4.247737112,7.704231976,12.22835005,11.13742395,11.52590937,9.399848432,8.706701259,9.477897358,6.890784811,7.521754393,6.772668474,5.242585456,6.305688009,8.211307916,9.297284221,10.79081931,10.91045576,9.726673778,8.194318303,8.360134783
Oceania,19.51840121,8.558704265,7.149087262,-7.96217959,-12.75988597,32.04530744,-7.307804991,-14.50779535,-1.574074367,7.423118356,-16.6815646,2.449322906,-15.94531728,-4.84497899,-6.022714439,-0.915004489,-6.243941298,-19.42963101,-13.90919135,-12.53268823,-17.24449886,-6.021687668,-9.228828696,-5.796569932,17.78690137,20.36684678,-15.07247027,-3.678600369,-0.463472935,-4.863939419,-8.406684054,-0.850934828,-5.166819979,-17.79269326,-19.0162001,-8.879500118,-13.4771734,-13.84684604,-14.64131752,-10.52628661,-5.273269272,-15.84745868,-8.232188599,-1.946544669,-4.140776287,-4.414665366,-9.313375802,-11.67094454,-7.950057442,-5.388008701,-12.56453332,-17.87565249,-10.13773284,-2.143022352,-11.3425252,-20.48423331,-20.36262932,-16.75817288,-13.29512745,-15.27664822,-8.999563076,-8.298145024,2.655132923,7.988680816,-3.449859704,1.067343007,-0.674575224,-9.386420881,-2.798808482,0.048491861,5.629277064,16.38135535
Asia and Oceania,-6.578516651,-16.939521,10.43622594,-0.251713589,-16.23035067,-8.283233311,-7.092731456,-5.560830186,-4.839229951,-12.29510621,-4.632055653,-0.38932695,-10.90518893,-13.15112273,-8.681629681,-8.713439607,-9.578520961,-6.49714181,-6.356342863,-9.178933932,-6.67512938,-2.834239113,-4.24944874,8.963340509,11.38981902,5.051350916,18.65305572,8.88417868,17.54711728,15.70506333,11.42901744,12.89351647,16.85576254,11.9442624,3.604144386,1.353543034,5.549552768,7.65329959,13.0103606,15.62318828,8.845373384,6.711434662,6.49553939,5.702121952,7.136509101,5.980282199,6.974352888,3.031412456,0.12746342,3.802852498,11.95335935,13.00513462,12.22225755,9.502470933,10.56221341,10.03228289,8.802801409,10.19906398,12.61738271,12.8402362,9.75618993,9.108943305,8.904882925,7.61181769,6.32305502,6.057192897,7.063171566,9.103803364,9.778613449,7.402271901,6.061366133,6.797533633
Sub-Saharan Africa excluding South Africa,10.83805372,-8.493329759,5.2456666,0.157569332,-6.339490124,2.778717426,-0.617354662,-8.76599791,-7.340364939,-16.60058517,-12.72957883,-4.826901677,-6.495558211,-11.04027629,-4.721588264,5.460360669,7.767621529,-0.156898613,6.962394545,3.349371202,8.488507427,17.58845165,12.73292273,5.363665358,9.67721399,22.21596225,51.77265823,3.765718882,15.38324109,4.722635227,-18.91660701,11.46705346,14.27233859,-17.30566287,-18.82460034,-11.73448094,10.09808281,11.62337959,-4.220226703,-0.702422603,-4.500125311,4.16309089,15.00139931,1.996090576,-2.583938892,0.616665165,-0.030956038,2.695278431,13.85408032,5.796096443,-11.82152186,-1.097910887,22.93318924,4.827635347,19.76214143,15.03708503,29.49181658,36.38261649,39.55400577,29.57311723,27.19110762,6.189807708,23.82367497,31.07903253,24.47861856,8.428892157,6.375456089,-18.57374325,-17.84300323,-4.073009735,-0.830350769,-7.835649681
Africa excluding South Africa,-8.054129832,-17.61092468,-7.842783285,-11.65523933,-19.90857365,-11.50249925,-11.35540795,-16.53852637,-15.83927436,-23.11910098,-23.87763632,-19.56119494,-22.1217179,-25.20853299,-16.48010918,-2.592539205,1.839178327,-0.794266737,3.371348564,6.438517799,17.3006495,25.6783646,19.54039861,12.96549429,16.41535802,21.96503695,44.43552911,-3.693101517,12.90822056,2.872689095,-19.12016162,17.74428046,24.65982751,-9.117512271,-12.61712883,-9.132979651,-1.203230727,6.787324324,-17.20219298,-15.10543621,-26.38809389,-14.85975922,6.947267101,3.352566267,-5.862961328,-9.69123319,-11.1305757,-10.20583125,-0.395993513,-3.405676998,-23.99284498,-11.49286503,17.66345912,2.748019365,7.93497606,13.59443972,21.59598626,33.58673884,39.35355454,28.02037556,26.7833752,-1.704469675,12.44468766,13.37390951,10.33961058,-3.813269535,-10.18212776,-30.90511896,-28.89158061,-19.09927841,-15.60765999,-19.49642215
Northern America and Europe,-6.197230215,-1.7853409,-9.852249824,-8.215491694,-6.637578614,-6.850373535,-4.625201712,-5.964953778,-5.756834543,-4.44298341,-4.031685434,-5.511281173,-3.487434057,-2.020581162,-4.617763448,-4.974788142,-4.840757535,-5.48635175,-5.927884273,-4.282227455,-4.470022806,-5.03021264,-4.394958798,-5.477689476,-6.407505235,-5.365657231,-9.923221915,-6.060535514,-9.392578625,-9.525824532,-7.266280674,-8.104873609,-9.305596882,-7.005661242,-5.219452159,-5.577390821,-8.656258296,-9.663015634,-8.753527919,-8.962575958,-7.674184067,-7.976057872,-8.06739959,-7.594788132,-6.942011878,-4.279109344,-4.121573788,-2.346649757,-2.048865975,-3.068319793,-5.679201061,-7.802220328,-10.26675165,-8.885532553,-8.832310999,-9.174919108,-9.620427193,-10.95478286,-11.29153325,-10.26395261,-9.575099971,-7.350626893,-7.962175117,-7.058914149,-6.523013976,-3.836937578,-4.303953047,-5.648462728,-6.859598636,-6.920321644,-6.743659273,-7.057280033
Central and Southern Asia,16.24152239,-14.83043977,35.07390243,24.18885945,-17.94442791,5.085193127,4.812729433,17.40630035,9.005021211,-15.97271344,-13.89011274,-19.07609352,-32.38912649,-22.54145383,-25.37204491,-24.12312805,-25.23494533,-22.32889779,-24.82493661,-16.12958646,-12.75315451,-9.24966513,-0.457713555,20.78670923,-12.58189772,-19.08624936,-1.685343819,-32.4400071,-25.39642358,-28.20100337,-34.21357459,-26.06379128,-31.86026433,-38.16342868,-8.271146803,-16.10429825,-25.11188777,-26.41171879,-39.56012186,-20.68778767,-24.37675152,-25.81703969,-20.82987683,-27.08821127,-21.28498324,-15.52500895,-3.156953498,-7.905801833,-6.567603457,-9.624630666,-17.31259527,-9.888234479,2.873050336,-3.057009595,-3.786433853,-5.622740248,-9.871679323,-13.26423276,-8.384543202,-11.68595367,-14.33426252,-19.36489642,-17.60634814,-13.1903564,-21.05699929,-17.22686499,-16.907202,-23.46453656,-20.99366464,-24.58604902,-25.48006369,-26.5934563
Eastern and South-Eastern Asia,-20.09265456,-24.80307152,8.821052596,-5.38833309,-20.97440912,-27.02932172,-18.69847448,-13.35666024,-13.86379314,-20.45316325,-7.904400326,-1.372803576,-9.314573059,-19.1530786,-10.96587298,-12.8878837,-12.41255263,-4.823519884,-5.478072237,-14.51842496,-10.20503739,-5.574060683,-8.427111037,2.435361478,5.965072101,-4.240293408,-10.37788607,-8.025597682,1.627844062,8.236602883,9.297030088,-4.42285301,-4.813203697,-0.238354877,0.452700634,5.227525767,12.13048193,14.02991432,27.54693398,24.72711937,15.28940581,10.27262739,7.041971199,8.813916916,11.43976649,10.18701328,9.317148191,5.297666922,0.872142091,5.365605799,20.84720141,18.30501694,12.192344,9.434035211,11.84002684,11.85908321,10.49596973,10.3606219,11.91602991,13.97380969,8.693708567,11.21820325,8.904693417,3.938661327,2.99032155,2.696646749,5.7138463,15.4014918,15.88960603,11.88910464,7.081796035,8.394714809
Western Asia and Northern Africa,-29.88471307,-29.50885957,-18.97173224,-15.6038017,-18.8947227,-6.870210082,-0.17416422,-6.927832408,-7.20639764,-11.14820128,-2.374272873,-5.699242101,-10.48848847,-12.12856453,-2.890980954,5.377297438,8.796047499,12.93295336,12.62279858,23.2541352,29.8756904,26.33343762,23.81089648,39.44156192,42.21367459,44.55646608,138.5502903,61.461313,74.41895099,46.27530712,26.47950972,71.05049732,91.75545675,54.88101729,15.54086585,-1.288900972,0.09623262,6.431935978,-15.88122666,-8.050388306,-17.9010122,1.015972371,19.38290979,7.274139437,-0.514307812,-8.671532621,-2.990420135,-6.60455998,-1.576704802,0.226505616,-19.41323547,-0.397801391,23.96288922,17.23914935,14.68389272,18.51448919,18.95896637,33.42239646,39.64733044,30.98499379,34.99503613,16.84698821,25.1813057,34.77652543,38.19655749,30.49940423,21.51329969,-4.450552841,-4.937288206,1.42304684,15.302957,11.09301004
Developing economies,-5.381274833,-12.32980724,11.78690204,0.441604571,-11.87762118,-0.552783765,-1.263066537,-2.196710573,-1.187527845,-9.648557405,-6.773128766,-2.41320204,-8.497443747,-8.83895301,-5.377369091,-1.189987697,-1.538728339,-2.030223133,-2.888688,-2.129280183,-0.856031957,0.934481237,-0.761797308,-0.061391761,2.307918841,10.01740639,30.29923572,4.984017826,15.5345172,11.58725151,1.247956731,19.37966297,21.07942565,7.004630174,2.17663779,2.408750497,6.62889678,6.897483716,-2.119764679,4.398006346,-1.720350147,1.618400622,5.431042462,-0.960528599,-4.200454801,-6.401643606,-4.39212408,-4.758736891,-3.801719486,-2.903417696,-0.244453095,4.746040204,7.387663877,5.312842182,7.469179788,8.682829859,7.808653583,11.19306013,13.844197,12.34124151,9.564544774,7.685410156,6.935539285,7.244586577,6.913495398,5.274725143,5.581883152,4.997590409,6.019001334,5.01494741,3.872315012,4.391835308
  Developing economies: Africa,-13.16808594,-15.4081141,-1.109672354,-9.255844083,-14.12010839,-7.174294018,-8.158456813,-11.41859461,-9.195371751,-15.15241675,-17.86079497,-9.597452184,-13.6916838,-12.67083211,-3.717730663,4.703136702,3.462367508,-0.75460449,5.908429248,6.919894716,16.69832236,20.37114599,10.94274223,4.280175484,13.59185908,20.95023417,36.91839484,-1.918959398,12.07954933,9.203925041,-9.021081491,29.108848,25.79380142,-9.277999589,-10.95575653,-4.297399531,0.503773955,12.44855766,-6.911876716,-5.176707477,-18.21852561,-8.214955561,11.04681076,7.48436396,-0.905710696,-3.168020894,-6.699832413,-9.863273138,-1.060982992,-4.045555932,-20.8835261,-9.090457348,13.84774144,2.921300537,6.562276351,8.356307122,12.72038071,21.26819429,22.35802385,16.4357387,16.79773797,-4.404384846,8.785569699,7.686743196,3.740961593,-7.772634265,-12.74736878,-29.33771022,-26.65176625,-17.7941364,-15.98810618,-18.9026276
  Developing economies: America,1.672027041,-3.435347942,13.46028912,-5.110936649,-10.67743651,11.52227047,1.914376538,0.287289965,2.457117331,-7.19773054,-6.867057576,-2.710128443,-3.665415302,-6.469876632,-5.29511315,0.284979393,1.733354267,4.195604235,-0.783593878,0.581921054,-5.696840922,-4.337790462,-4.727644683,-16.11792531,-13.43484041,-3.481096608,-8.106262874,-19.32317589,-12.17326203,-7.85657066,-11.11702099,-5.257604543,-9.939601115,-8.724904008,0.973593006,28.05132633,34.76665437,30.51976244,9.184430266,11.46925632,13.77554899,16.84841531,16.60437918,1.317901265,-10.92056901,-13.72874476,-14.00761177,-7.030498465,-6.094797311,-11.65607357,-17.35365513,-8.737969462,-5.371107026,-7.035721926,0.41502993,6.098763047,7.160069108,9.046022384,9.582559637,3.641763346,-2.019784279,1.536043615,-0.483546111,1.256832597,-0.389318316,-4.215468638,-6.518594282,-10.58650261,-4.7046158,-1.961126666,-3.694057506,-2.27503191
  Developing economies: Asia,-6.757792322,-17.31047709,18.11063388,10.25119519,-11.42737192,-5.644493901,0.528966484,1.591637942,0.993909265,-8.354881496,0.189984908,1.66904856,-8.697469753,-8.1777913,-5.865561252,-4.808237501,-5.535213736,-5.346467771,-7.219434875,-7.000194198,-5.123445967,-4.094978584,-3.038454295,9.710191694,7.598717122,13.66945922,51.81508518,22.5760355,31.75268057,22.09202606,11.09626616,27.35295861,33.87575312,19.73521614,6.972663709,-2.18067858,1.012051653,-0.29091088,-3.672718612,5.189182062,-1.54383233,0.347338213,2.534265751,-2.270302209,-2.843002223,-5.042173293,-1.746801921,-3.633043762,-3.46495543,-0.363676933,8.09188041,10.43880368,10.45310764,9.297876679,9.512239877,9.483968673,7.648383852,10.82071588,14.06481319,13.91776987,11.40757625,10.4742633,8.313482144,8.462143426,8.739419923,8.550556657,9.810016357,11.46113739,11.05520217,8.204903528,6.930227139,7.662238878
  Developing economies: Oceania,-11.51162513,-26.34288249,-19.52516025,-23.16294901,-23.99018268,-9.592747435,-12.42407961,-12.9388,-22.51837032,-15.69312846,-25.74595314,-10.94956584,-15.06049006,-23.79418763,-30.41577605,-25.34462961,-36.04416394,-47.4589533,-50.07227969,-48.84445771,-45.29160298,-39.73596491,-37.97015808,-41.41931263,-29.64368993,-26.16732189,-24.69185115,-41.90522472,-32.34282781,-29.653037,-37.73810913,-30.41668167,-32.98150827,-41.28798734,-39.67271811,-44.50915963,-38.87276493,-40.28174844,-42.58009078,-38.72045218,-27.83616368,-32.44228967,-45.48834224,-46.1363073,-37.38960529,-14.00644528,-17.17787916,-16.50683038,-21.09426018,-21.43639397,-21.55170859,-17.86388621,-16.52443873,-27.3728513,-35.56663938,-35.91794005,-34.57773138,-33.70776889,-32.42756208,-31.20790931,-38.00558193,-41.80950828,-36.54440446,-30.94490763,-35.23911581,-43.58378624,-22.20097169,-9.279700734,-6.114373993,-1.175027614,-6.095371898,-4.393598227
Transition economies,4.667146691,-7.59765184,14.4028103,2.608695652,4.728708791,-1.84144819,-2.050197406,4.279266573,-4.161415414,3.310404127,-6.759874853,1.979469632,-5.474988527,-2.850220264,4.769168467,-0.936851105,-5.689636344,-0.850631286,6.040261383,6.439867239,6.163112341,5.364737983,-0.870190333,-0.682176456,-8.760887599,-5.10244702,-3.767883572,-16.29734933,-7.535954611,-0.070761729,-4.367793306,0.874932752,2.256821907,1.616719332,6.726273408,9.6796024,10.08924016,2.478501293,6.653081511,9.672537352,2.361584076,-5.273145404,-15.52333174,2.936559397,0.161153368,7.273083619,17.35046979,15.05167204,10.07857154,4.425096657,5.272653264,37.34979502,62.86811491,40.76007658,34.24052104,34.31924254,39.64780719,47.34760128,43.9285905,28.30747443,31.13684211,26.1373879,34.33075361,38.08024221,33.86324962,30.81327378,37.95330686,36.96227305,19.14607876,22.17637037,37.1825841,26.80215041
Developed economies,-6.582267663,-2.610713144,-10.60986436,-9.923735341,-8.974802116,-7.726260706,-6.287724271,-7.663489977,-6.685671156,-6.237578135,-4.667356431,-5.945383959,-4.364000048,-3.764419893,-5.958607206,-6.099460441,-5.709382318,-5.894512648,-6.404143118,-5.567026929,-5.367223373,-5.140793374,-4.587879239,-4.16942132,-3.980554549,-5.115837808,-10.84485676,-5.540853686,-8.486769399,-8.255741137,-5.263613377,-8.568213893,-9.878370757,-6.689920472,-5.581850107,-4.835375664,-6.974631712,-6.604862961,-4.157926957,-5.373596751,-4.120362186,-4.918828048,-5.066703257,-4.258143691,-2.842335476,0.111147489,-0.636358577,-0.061211197,-0.965950345,-1.096788439,-3.130244583,-5.748201782,-8.644708809,-7.984627157,-7.536716404,-8.175438324,-8.765468731,-10.86068429,-11.3981642,-10.01738085,-10.2470981,-7.676248035,-7.738579726,-8.176019983,-8.561110758,-6.074930271,-6.746785256,-7.119026747,-6.851845424,-7.140015961,-7.828227444,-7.682898501
  Developed economies: America,46.49038954,44.8190743,1.964370003,11.33879818,10.67308711,0.421414656,9.213809077,7.609774435,11.65491504,19.04229753,6.677499939,-5.103877134,13.04972542,19.0473485,12.93974977,16.20121858,21.38685874,10.32668281,3.951028559,5.724062121,-1.028426347,-1.436077634,5.648820053,-4.568576685,-10.95007495,-1.224941318,-7.548562891,0.521856051,-8.981131891,-17.75511969,-16.4711585,-12.37394913,-8.332828547,-9.405172857,-8.228686704,-15.72989229,-25.98792822,-28.55247928,-32.18042629,-31.91468382,-23.26020584,-20.78913001,-18.64776221,-13.37728911,-14.79498775,-17.90523181,-19.75019568,-17.29537614,-17.12672641,-17.89473971,-22.12464579,-27.03251042,-29.65439879,-29.71859504,-33.8060596,-35.59497604,-37.35683116,-38.64118385,-37.92732021,-34.95155161,-32.66430257,-29.14479139,-29.79991843,-29.18592629,-28.88068594,-27.37729342,-27.4203679,-30.36110177,-30.89407677,-31.0616456,-31.46774213,-31.06603989
  Developed economies: Asia,-66.65942944,-56.36485625,-32.0562026,-41.0418171,-44.00570012,-50.46272025,-36.2217166,-25.23084264,-27.72801348,-36.48101754,-12.79871284,-9.909443277,-14.35623613,-29.88445674,-17.15987748,-21.67116769,-19.72632394,-1.401474863,-0.727274483,-11.58033546,-4.786355878,0.26085705,-4.124842563,13.0348714,14.80596902,-9.767483321,-14.97598879,-9.549200801,-1.198348162,9.125633536,16.94033807,-9.764516208,-9.995757218,2.654455128,1.761193247,11.80926543,20.21426702,30.67869074,57.49736012,44.96265588,35.67836961,27.19866501,18.83644503,27.79375187,39.25607772,42.70331004,37.83854575,26.459133,13.33074561,20.0043027,32.63193942,29.72014553,22.41253512,12.4840718,19.68334715,20.12449885,21.48903802,13.26862014,10.18702957,12.79007859,1.512898399,4.556292681,9.654676824,-4.320224925,-10.35407446,-13.88703953,-14.14277482,-2.984822774,4.763355324,2.46289545,-3.028855191,-4.197477159
  Developed economies: Europe,-27.40288047,-19.2314056,-16.87503978,-17.18076558,-15.0931923,-10.60331415,-10.34498956,-12.07683,-12.9627992,-13.99442625,-7.958302848,-6.46894334,-8.994043025,-8.601127333,-11.10918265,-11.73399231,-12.49876804,-10.84681568,-10.35118627,-8.706618022,-6.736322087,-7.209588088,-8.051234503,-6.19157673,-4.603543547,-6.695499866,-11.19977918,-7.144401645,-9.702615217,-7.405152094,-4.253422743,-7.439485788,-10.57618743,-6.940402301,-5.389219792,-3.146671525,-1.899745726,-1.402582416,0.689049455,-0.843334188,-2.014407528,-2.828253079,-3.526551881,-5.845937511,-4.259227847,1.557289943,2.139903207,3.209674626,3.865641378,3.647108055,1.549810829,0.760828725,-1.531940306,0.498357869,2.565370656,1.513731437,0.873432827,-0.663507756,-1.954799998,-2.182833009,-2.93442391,-0.808376946,-1.247515767,-0.740997059,0.531705018,4.036043759,3.260617571,3.902962918,2.999605794,2.465855862,1.738316935,1.626546731
  Developed economies: Oceania,20.96792918,10.3135192,8.334901298,-7.368757877,-12.18630631,34.87546026,-7.016526804,-14.59882362,-0.089770017,9.217779857,-15.9382815,3.396952397,-16.00126665,-3.480858855,-4.210443849,0.969117682,-3.546461928,-16.67293237,-9.77286439,-8.362749251,-13.77835563,-1.980998585,-4.915819039,-0.02448524,25.99313965,27.02625878,-13.94202717,1.864986634,3.241785597,-1.833047364,-4.742330142,2.751408549,-1.815423674,-15.17763688,-17.0057237,-4.715901816,-10.87327864,-11.15852675,-11.55843679,-7.588523483,-3.11901438,-14.36411994,-4.544365987,2.886562165,-0.753188624,-3.52827691,-8.610377327,-11.27543039,-6.8483067,-4.076214022,-11.86213137,-17.87650928,-9.674559846,-0.102336909,-9.483510284,-19.26676415,-19.36241185,-15.62576471,-11.96948922,-14.22716804,-7.16218428,-6.16672362,5.0697364,10.18343785,-1.742611504,3.777721892,0.616957666,-9.392065947,-2.620231527,0.112122112,6.301281385,17.65468394
Developed economies: Asia and Oceania,-5.897585144,-15.70971775,-7.255792828,-22.36285539,-26.86691031,-14.22722397,-22.0396765,-19.79012734,-15.93689126,-19.66541478,-14.20737504,-4.533077683,-15.02871042,-20.94826525,-12.70129002,-14.15980881,-14.42330685,-6.721118026,-3.554209749,-10.67369779,-7.205381971,-0.298247604,-4.307680457,10.03773369,17.03433821,-3.022441966,-14.78131496,-7.514572485,-0.399280834,7.158596647,13.05648151,-7.74785449,-8.721692295,-0.424211003,-1.746645706,9.089920155,14.60787812,22.93491306,44.47115861,35.44144785,28.82308995,19.16124566,14.87203672,23.71745049,32.3368033,34.71301361,29.54200324,20.0168458,9.821757879,15.70084315,23.76358926,20.40734608,16.95861278,10.37978576,14.12571466,12.07667,12.89193341,7.142015435,5.570064958,6.748744293,-0.398709642,1.97069608,8.576344419,-0.959945202,-8.309932919,-9.700616924,-10.59262101,-4.628523053,2.869563785,1.837099562,-0.670024348,1.235876282
